Record_ID,Post_ID,Controle_Date,Parameter,Unit,Value,Flag_Code,Severity,Reason,Previous_Value,Next_Value,Post_Name,Riverbas_Name,Source_ID,Source_Sheet,Auxiliary,Publication_Decision,Verification_Status,Official_Portal_Raw_Status,Official_Portal_Raw_Value,Official_Resource_ID,Official_Revision_ID
SWM_27177_20040726,27177,2004-07-26,Simazin,mg/dm3,13000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 630 км, с.Червоний Шахтар, нижче впадіння каналу Дніпро-Донбас",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27181_20040727,27181,2004-07-27,Simazin,mg/dm3,6200.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27205_20040727,27205,2004-07-27,Simazin,mg/dm3,6200.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Казений Торець, 34 км, м.Слов'янськ, вище міста,  Ясногорівська гребля",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27206_20040727,27206,2004-07-27,Simazin,mg/dm3,24000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Казений Торець, 55 км, м. Дружковки, нижче впадіння нижче міста технічний в/забір",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27179_20040810,27179,2004-08-10,Simazin,mg/dm3,70000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 600 км, м.Ізюм. , нижче м.Ізюм.",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27181_20040810,27181,2004-08-10,Simazin,mg/dm3,6200.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27182_20040810,27182,2004-08-10,Simazin,mg/dm3,24000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 510 км, Райстародубівська гребля, водозабір Слов'янської ТЕС",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27178_20041011,27178,2004-10-11,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 610 км, м.Ізюм, вище м.Ізюм, міст автостради ""Харків - Ростов""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27179_20041011,27179,2004-10-11,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 600 км, м.Ізюм. , нижче м.Ізюм.",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27181_20041011,27181,2004-10-11,Simazin,mg/dm3,600.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27182_20041011,27182,2004-10-11,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 510 км, Райстародубівська гребля, водозабір Слов'янської ТЕС",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27200_20041011,27200,2004-10-11,Simazin,mg/dm3,500.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Оскіл, 11 км, Червонооскільське вдсх,  н/б'єф",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27203_20041011,27203,2004-10-11,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Казений Торець, 1 км, с. Райгородок, гирло",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27184_20041019,27184,2004-10-19,Simazin,mg/dm3,24000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 483 км,  с.Дронівка, 800 м нижче впадіння р. Бахмут, кордон Донец. і Луганської обл.",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27186_20041019,27186,2004-10-19,Simazin,mg/dm3,24000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 444 км, м.Рубіжне, вище, міст на дорозі  ""м.Рубіжне - м.Новодружеск""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27187_20041019,27187,2004-10-19,Simazin,mg/dm3,70000.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 428 км, м. Лисичанська, нижче міста",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27178_20041108,27178,2004-11-08,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 610 км, м.Ізюм, вище м.Ізюм, міст автостради ""Харків - Ростов""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27179_20041108,27179,2004-11-08,Simazin,mg/dm3,6200.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 600 км, м.Ізюм. , нижче м.Ізюм.",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27181_20041108,27181,2004-11-08,Simazin,mg/dm3,600.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27182_20041108,27182,2004-11-08,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 510 км, Райстародубівська гребля, водозабір Слов'янської ТЕС",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27200_20041108,27200,2004-11-08,Simazin,mg/dm3,600.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Оскіл, 11 км, Червонооскільське вдсх,  н/б'єф",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27203_20041108,27203,2004-11-08,Simazin,mg/dm3,6200.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Казений Торець, 1 км, с. Райгородок, гирло",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27181_20041122,27181,2004-11-22,Simazin,mg/dm3,1300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
SWM_27182_20041122,27182,2004-11-22,Simazin,mg/dm3,2300.0,DQ002_SIMAZIN_SCALE_ERA,high,2004–2006 Simazin values >=1 form a multi-order-of-magnitude scale discontinuity; max from 2007 onward is <1 mg/dm3. Possible historical unit/scale issue; no correction applied.,,,"р. Сіверський Донець, 510 км, Райстародубівська гребля, водозабір Слов'янської ТЕС",Дон,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged_with_qc_flag,unit_scale_unresolved,official_resource_identified_raw_row_not_directly_inspected,,7737beec-69f0-4173-8c1e-28cd358dd686,
